"X1","Report ID","Report Type","Arrest Date","Time","Area ID","Area Name","Reporting District","Age","Sex Code","Descent Code","Charge Group Code","Charge Group Description","Arrest Type Code","Charge","Charge Description","Disposition Description","Address","Cross Street","LAT","LON","Location","Booking Date","Booking Time","Booking Location","Booking Location Code","week","date","month"
112,5938392,"BOOKING","05/23/2020 12:00:00 AM","1911","01","Central","0157",38,"M","B","16","Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","CITY ATTORNEY REJECT","TOWNE","6TH",34.0412,-118.2436,"POINT (-118.2436 34.0412)","05/23/2020 12:00:00 AM","2126","METRO - JAIL DIVISION",4273,21,2020-05-23,5
114,5940580,"BOOKING","05/27/2020 12:00:00 AM","0730","14","Pacific","1494",29,"M","H","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","849(B)(1) PC/TECHNICAL ARREST","400    WORLDWAY",NA,33.942,-118.4095,"POINT (-118.4095 33.942)","05/27/2020 12:00:00 AM","0950","PACIFIC",4214,22,2020-05-27,5
115,5949873,"BOOKING","06/06/2020 12:00:00 AM","0730","11","Northeast","1171",28,"M","H","05","Burglary","F","459PCRES","RESIDENTIAL BURGLARY","849(B)(1) PC/TECHNICAL ARREST","1100    WESTERLY                     TR",NA,34.0917,-118.2741,"POINT (-118.2741 34.0917)","06/06/2020 12:00:00 AM","1031","METRO - JAIL DIVISION",4273,23,2020-06-06,6
117,5938664,"BOOKING","05/24/2020 12:00:00 AM","0115","20","Olympic","2046",21,"M","H","02","Rape","F","220PC261","ASSAULT TO COMMIT RAPE","849(B)(1) PC/TECHNICAL ARREST","S  BERENDO                      ST","SAN MARINO                   ST",34.0545,-118.2941,"POINT (-118.2941 34.0545)","05/24/2020 12:00:00 AM","0746","METRO - JAIL DIVISION",4273,21,2020-05-24,5
118,5941540,"BOOKING","05/28/2020 12:00:00 AM","0900","07","Wilshire","0724",41,"M","B","06","Larceny","F","487(A)PC","GRAND THEFT MONEY/PROPERTY > $400","849(B)(1) PC/TECHNICAL ARREST","7600    BEVERLY",NA,34.0761,-118.3555,"POINT (-118.3555 34.0761)","05/28/2020 12:00:00 AM","1206","HOLLYWOOD",4206,22,2020-05-28,5
119,5943853,"BOOKING","05/29/2020 12:00:00 AM","2255","14","Pacific","1494",27,"M","W","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","849(B)(1) PC/TECHNICAL ARREST","700    WORLD                        WY",NA,33.9432,-118.4013,"POINT (-118.4013 33.9432)","05/30/2020 12:00:00 AM","0014","PACIFIC",4214,22,2020-05-29,5
120,5949769,"BOOKING","06/06/2020 12:00:00 AM","0001","11","Northeast","1147",41,"M","H","06","Larceny","F","459PCAUTO","BURGLARY FROM VEHICLE","DISTRICT ATTORNEY REJECT","1900    CYPRESS                      AV",NA,34.1008,-118.2347,"POINT (-118.2347 34.1008)","06/06/2020 12:00:00 AM","0330","METRO - JAIL DIVISION",4273,23,2020-06-06,6
121,5948473,"BOOKING","06/04/2020 12:00:00 AM","0200","03","Southwest","0399",33,"M","B","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","MISDEMEANOR COMPLAINT FILED","4100 S  FIGUEROA                     ST",NA,34.0087,-118.2827,"POINT (-118.2827 34.0087)","06/04/2020 12:00:00 AM","0422","77TH ST",4212,23,2020-06-04,6
122,5948676,"BOOKING","06/04/2020 12:00:00 AM","1240","06","Hollywood","0644",35,"M","H","16","Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","MISDEMEANOR COMPLAINT FILED","7500 W  SUNSET                       BL",NA,34.098,-118.3533,"POINT (-118.3533 34.098)","06/04/2020 12:00:00 AM","1656","HOLLYWOOD",4206,23,2020-06-04,6
124,5943668,"BOOKING","05/29/2020 12:00:00 AM","1415","14","Pacific","1409",30,"M","B","16","Narcotic Drug Laws","F","11366HS","MAINTAIN PLACE TO SELL CONTROLLED SUBS","849(B)(1) PC/TECHNICAL ARREST","9600    VENICE",NA,34.0249,-118.3959,"POINT (-118.3959 34.0249)","05/29/2020 12:00:00 AM","1614","PACIFIC",4214,22,2020-05-29,5
126,5942457,"BOOKING","05/28/2020 12:00:00 AM","1300","17","Devonshire","1764",36,"M","H","16","Narcotic Drug Laws","F","11370.1AHS","POSS C/SUB WHILE ARMED W/LOADED FIREARM","849(B)(1) PC/TECHNICAL ARREST","9300    SHIRLEY                      AV",NA,34.2391,-118.558,"POINT (-118.558 34.2391)","05/28/2020 12:00:00 AM","2139","VALLEY - JAIL DIV",4279,22,2020-05-28,5
128,5949177,"BOOKING","06/05/2020 12:00:00 AM","1120","06","Hollywood","0648",32,"M","W","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","MISDEMEANOR COMPLAINT FILED","WESTERN","HAROLD WAY",34.0994,-118.3093,"POINT (-118.3093 34.0994)","06/05/2020 12:00:00 AM","1252","HOLLYWOOD",4206,23,2020-06-05,6
130,201000709,"RFC","05/23/2020 12:00:00 AM","1515","10","West Valley","1061",27,"M","W","16","Narcotic Drug Laws","M","11550(A)HS","UNDER INFLUENCE CNTL SUB","CITY ATTORNEY REJECT","19700    VENTURA                      BL",NA,34.1725,-118.563,"POINT (-118.563 34.1725)",NA,NA,NA,NA,21,2020-05-23,5
131,5938016,"BOOKING","05/23/2020 12:00:00 AM","0310","05","Harbor","0513",34,"F","B","06","Larceny","F","459PCAUTO","BURGLARY FROM VEHICLE","FELONY COMPLAINT FILED","1200    PACIFIC COAST                HY",NA,33.7898,-118.298,"POINT (-118.298 33.7898)","05/23/2020 12:00:00 AM","0557","HARBOR",4205,21,2020-05-23,5
132,5941467,"BOOKING","05/28/2020 12:00:00 AM","0440","15","N Hollywood","1585",54,"M","B","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","MISDEMEANOR COMPLAINT FILED","VENTURA                      BL","VINELAND                     BL",34.1405,-118.3702,"POINT (-118.3702 34.1405)","05/28/2020 12:00:00 AM","1005","VALLEY - JAIL DIV",4279,22,2020-05-28,5
133,5945104,"BOOKING","05/30/2020 12:00:00 AM","2330","01","Central","0185",39,"F","B","12","Weapon (carry/poss)","F","29800(A)1PC","POSS F/ARM BY CONVICTED FELON/ADDICT/ETC","FELONY COMPLAINT FILED","900 S  BROADWAY",NA,34.0423,-118.2561,"POINT (-118.2561 34.0423)","05/31/2020 12:00:00 AM","0215","METRO - JAIL DIVISION",4273,22,2020-05-30,5
134,5942125,"BOOKING","05/28/2020 12:00:00 AM","1520","12","77th Street","1257",27,"M","H","08","Other Assaults","M","148(A)(1)PC","OBSTRUCT/ETC PUB OFCR/ETC","MISDEMEANOR COMPLAINT FILED","77TH                         ST","HOOVER                       AV",33.9698,-118.2871,"POINT (-118.2871 33.9698)","05/28/2020 12:00:00 AM","1721","77TH ST",4212,22,2020-05-28,5
135,5947641,"BOOKING","06/03/2020 12:00:00 AM","0005","11","Northeast","1147",19,"M","H","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","DISTRICT ATTORNEY REJECT","2800    FUTURE                       ST",NA,34.099,-118.2331,"POINT (-118.2331 34.099)","06/03/2020 12:00:00 AM","0415","METRO - JAIL DIVISION",4273,23,2020-06-03,6
136,5944383,"BOOKING","05/30/2020 12:00:00 AM","0040","14","Pacific","1494",26,"M","H","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","849(B)(1) PC/TECHNICAL ARREST","400    WORLD                        WY",NA,33.9433,-118.4072,"POINT (-118.4072 33.9433)","05/30/2020 12:00:00 AM","0236","PACIFIC",4214,22,2020-05-30,5
137,5939587,"BOOKING","05/25/2020 12:00:00 AM","2025","09","Van Nuys","0909",41,"M","H","09","Forgery/Counterfeit","F","472PC","FORGERY/COUNTERFEIT PUBLIC/CORPORATE SEAL","MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","ALLOTT                       AV",34.2012,-118.4281,"POINT (-118.4281 34.2012)","05/25/2020 12:00:00 AM","2205","VALLEY - JAIL DIV",4279,22,2020-05-25,5
138,5940283,"BOOKING","05/26/2020 12:00:00 AM","1935","05","Harbor","0557",32,"M","H","16","Narcotic Drug Laws","F","11378HS","POSSESSION CONTROLLED SUBSTANCE FOR SALE","849(B)(1) PC/TECHNICAL ARREST","GAFFEY                       ST","4TH                          ST",33.7406,-118.2923,"POINT (-118.2923 33.7406)","05/26/2020 12:00:00 AM","2123","HARBOR",4205,22,2020-05-26,5
139,5947100,"BOOKING","06/02/2020 12:00:00 AM","1220","12","77th Street","1211",30,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","DISTRICT ATTORNEY REJECT","2500    4TH                          AV",NA,33.99,-118.3215,"POINT (-118.3215 33.99)","06/02/2020 12:00:00 AM","1519","77TH ST",4212,23,2020-06-02,6
140,5944471,"BOOKING","05/30/2020 12:00:00 AM","0633","01","Central","0124",38,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","FELONY COMPLAINT FILED","200 N  SPRING                       ST",NA,34.0539,-118.2436,"POINT (-118.2436 34.0539)","05/30/2020 12:00:00 AM","0929","METRO - JAIL DIVISION",4273,22,2020-05-30,5
141,5938716,"BOOKING","05/24/2020 12:00:00 AM","0745","14","Pacific","1494",24,"M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","849(B)(1) PC/TECHNICAL ARREST","400    WORLD WAY",NA,33.9433,-118.4072,"POINT (-118.4072 33.9433)","05/24/2020 12:00:00 AM","1020","PACIFIC",4214,21,2020-05-24,5
143,5945649,"BOOKING","05/31/2020 12:00:00 AM","2128","01","Central","0155",23,"M","B","12","Weapon (carry/poss)","F","25400(A)1PC","CARRY CONCEALED WEAPON IN VEHICLE","MISDEMEANOR COMPLAINT FILED","3RD                          ST","SAN PEDRO                    PL",34.0448,-118.2474,"POINT (-118.2474 34.0448)","06/01/2020 12:00:00 AM","0005","METRO - JAIL DIVISION",4273,22,2020-05-31,5
144,5938738,"BOOKING","05/24/2020 12:00:00 AM","0830","14","Pacific","1494",20,"M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","849(B)(1) PC/TECHNICAL ARREST","500    WORLD WAY",NA,33.9428,-118.4054,"POINT (-118.4054 33.9428)","05/24/2020 12:00:00 AM","1144","PACIFIC",4214,21,2020-05-24,5
146,5944707,"BOOKING","05/30/2020 12:00:00 AM","1007","19","Mission","1911",59,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","FELONY COMPLAINT FILED","ENCINITAS                    AV","ROXFORD",34.31,-118.4808,"POINT (-118.4808 34.31)","05/30/2020 12:00:00 AM","1244","VALLEY - JAIL DIV",4279,22,2020-05-30,5
147,5948469,"BOOKING","06/04/2020 12:00:00 AM","0320","14","Pacific","1431",35,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","DISTRICT ATTORNEY REJECT","1600    PACIFIC                      AV",NA,33.9874,-118.472,"POINT (-118.472 33.9874)","06/04/2020 12:00:00 AM","0417","PACIFIC",4214,23,2020-06-04,6
149,5947018,"BOOKING","06/02/2020 12:00:00 AM","1030","06","Hollywood","0679",23,"F","B","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","OTHER (REQUIRES ADDITION ACTION)","1000    ARDMORE",NA,34.0885,-118.3019,"POINT (-118.3019 34.0885)","06/02/2020 12:00:00 AM","1138","HOLLYWOOD",4206,23,2020-06-02,6
151,5947985,"BOOKING","06/03/2020 12:00:00 AM","2040","12","77th Street","1283",17,"F","H","26","Non-Criminal Detention","D","300(D)WI","FAIL PROTECT CHILD FROM SEXUAL ABUSE",NA,"10000 S  WESTERN                      AV",NA,33.945,-118.309,"POINT (-118.309 33.945)","06/03/2020 12:00:00 AM","2206","77TH ST",4212,23,2020-06-03,6
153,5949085,"BOOKING","06/05/2020 12:00:00 AM","0350","07","Wilshire","0723",33,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","CITY ATTORNEY REJECT","100 S  HARPER                       AV",NA,34.0743,-118.369,"POINT (-118.369 34.0743)","06/05/2020 12:00:00 AM","0534","METRO - JAIL DIVISION",4273,23,2020-06-05,6
154,5942458,"BOOKING","05/28/2020 12:00:00 AM","1300","17","Devonshire","1764",45,"M","H","16","Narcotic Drug Laws","F","11370.1AHS","POSS C/SUB WHILE ARMED W/LOADED FIREARM","849(B)(1) PC/TECHNICAL ARREST","9300    SHIRLEY                      AV",NA,34.2391,-118.558,"POINT (-118.558 34.2391)","05/28/2020 12:00:00 AM","2139","VALLEY - JAIL DIV",4279,22,2020-05-28,5
155,5940655,"BOOKING","05/27/2020 12:00:00 AM","1120","10","West Valley","1029",18,"M","H","24","Miscellaneous Other Violations","M","594(A)(2)PC","DAMAGE PROPERTY","MISDEMEANOR COMPLAINT FILED","16000    VANOWEN                      ST",NA,34.1976,-118.4799,"POINT (-118.4799 34.1976)","05/27/2020 12:00:00 AM","1208","VALLEY - JAIL DIV",4279,22,2020-05-27,5
158,5939261,"BOOKING","05/25/2020 12:00:00 AM","0808","14","Pacific","1494",44,"M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","849(B)(1) PC/TECHNICAL ARREST","200    WORLD WAY                    WY",NA,33.942,-118.4095,"POINT (-118.4095 33.942)","05/25/2020 12:00:00 AM","1007","PACIFIC",4214,22,2020-05-25,5
159,5939433,"BOOKING","05/25/2020 12:00:00 AM","1410","12","77th Street","1218",35,"M","B","03","Robbery","F","211PC","ROBBERY","DISTRICT ATTORNEY REJECT","FLOWER                       ST","52ND                         PL",33.9923,-118.287,"POINT (-118.287 33.9923)","05/25/2020 12:00:00 AM","1719","77TH ST",4212,22,2020-05-25,5
160,5950202,"BOOKING","06/06/2020 12:00:00 AM","2330","05","Harbor","0557",20,"M","H","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","DISTRICT ATTORNEY REJECT","1ST                          ST","GAFFEY                       ST",33.7433,-118.2923,"POINT (-118.2923 33.7433)","06/07/2020 12:00:00 AM","0031","HARBOR",4205,23,2020-06-06,6
161,5945913,"BOOKING","06/01/2020 12:00:00 AM","0345","06","Hollywood","0668",50,"F","W","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","VIRGINIA","WILTON",34.0918,-118.3136,"POINT (-118.3136 34.0918)","06/01/2020 12:00:00 AM","0734","HOLLYWOOD",4206,23,2020-06-01,6
162,5939663,"BOOKING","05/25/2020 12:00:00 AM","1830","08","West LA","0884",48,"M","W","22","Driving Under Influence","M","23152(F)VC","DUI OF ANY DRUG","MISDEMEANOR COMPLAINT FILED","OLYMPIC","WESTWOOD",34.0439,-118.4317,"POINT (-118.4317 34.0439)","05/26/2020 12:00:00 AM","0005","METRO - JAIL DIVISION",4273,22,2020-05-25,5
163,5938662,"BOOKING","05/24/2020 12:00:00 AM","0550","14","Pacific","1494",29,"M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","849(B)(1) PC/TECHNICAL ARREST","400    WORLD WAY",NA,33.9433,-118.4072,"POINT (-118.4072 33.9433)","05/24/2020 12:00:00 AM","0752","PACIFIC",4214,21,2020-05-24,5
165,5940298,"BOOKING","05/26/2020 12:00:00 AM","2010","06","Hollywood","0678",35,"F","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","OTHER (REQUIRES ADDITION ACTION)","800 N  KINGSLEY                     DR",NA,34.0849,-118.3028,"POINT (-118.3028 34.0849)","05/26/2020 12:00:00 AM","2215","HOLLYWOOD",4206,22,2020-05-26,5
167,5941461,"BOOKING","05/28/2020 12:00:00 AM","0740","14","Pacific","1494",28,"M","H","16","Narcotic Drug Laws","F","11378HS","POSSESSION CONTROLLED SUBSTANCE FOR SALE","849(B)(1) PC/TECHNICAL ARREST","600    WORLDWAY",NA,33.942,-118.4095,"POINT (-118.4095 33.942)","05/28/2020 12:00:00 AM","0949","PACIFIC",4214,22,2020-05-28,5
169,5938074,"BOOKING","05/23/2020 12:00:00 AM","0735","14","Pacific","1494",28,"M","B","16","Narcotic Drug Laws","F","11352(A)HS","TRANSPORT/SELL/ETC CONTROLLED SUBSTANCE","849(B)(1) PC/TECHNICAL ARREST","100    WORLDWAY",NA,33.942,-118.4095,"POINT (-118.4095 33.942)","05/23/2020 12:00:00 AM","0917","PACIFIC",4214,21,2020-05-23,5
171,5942937,"BOOKING","05/29/2020 12:00:00 AM","0810","12","77th Street","1256",32,"M","B","13","Prostitution/Allied","F","266H(A)PC","PIMPING","FELONY COMPLAINT FILED","FIGUEROA","FLORENCE",33.9747,-118.2827,"POINT (-118.2827 33.9747)","05/29/2020 12:00:00 AM","1103","77TH ST",4212,22,2020-05-29,5
173,5948832,"BOOKING","06/04/2020 12:00:00 AM","2030","01","Central","0195",37,"M","H","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","CITY ATTORNEY REJECT","LOS ANGELES","WASHINGTON",34.0314,-118.2629,"POINT (-118.2629 34.0314)","06/04/2020 12:00:00 AM","2223","77TH ST",4212,23,2020-06-04,6
175,5940498,"BOOKING","05/27/2020 12:00:00 AM","0315","12","77th Street","1268",29,"M","B","07","Vehicle Theft","F","A10851(A)VC","ATTEMPT - TAKE VEHICLE W/O CONSENT","CITY ATTORNEY REJECT","8500 S  BROADWAY",NA,33.961,-118.2783,"POINT (-118.2783 33.961)","05/27/2020 12:00:00 AM","0528","77TH ST",4212,22,2020-05-27,5
177,5944445,"BOOKING","05/30/2020 12:00:00 AM","0500","06","Hollywood","0636",51,"M","B","05","Burglary","F","459PC","BURGLARY","MISDEMEANOR COMPLAINT FILED","WILCOX","YUCCA",34.1039,-118.331,"POINT (-118.331 34.1039)","05/30/2020 12:00:00 AM","0706","VALLEY - JAIL DIV",4279,22,2020-05-30,5
178,5949521,"BOOKING","06/05/2020 12:00:00 AM","2245","10","West Valley","1039",31,"M","B","05","Burglary","F","459PCCOM","COMMERCIAL BURGLARY","DISTRICT ATTORNEY REJECT","6600    VALJEAN                      AV",NA,34.1903,-118.4859,"POINT (-118.4859 34.1903)","06/06/2020 12:00:00 AM","0203","VALLEY - JAIL DIV",4279,23,2020-06-05,6
180,5946156,"BOOKING","06/01/2020 12:00:00 AM","1815","09","Van Nuys","0926",36,"M","H","12","Weapon (carry/poss)","F","21810PC","MFG/SELL/GIVE/LEND POSSESS METAL KNUCKLES","MISDEMEANOR COMPLAINT FILED","HAMLIN","VAN NUYS",34.1887,-118.4487,"POINT (-118.4487 34.1887)","06/01/2020 12:00:00 AM","2018","VALLEY - JAIL DIV",4279,23,2020-06-01,6
182,5946519,"BOOKING","06/01/2020 12:00:00 AM","2050","07","Wilshire","0706",27,"F","B","23","Moving Traffic Violations","F","2800.2(A)VC","EVADE PO:DISREGARD SAFETY","FELONY COMPLAINT FILED","REXFORD                      DR","CARMELITA                    AV",34.0838,-118.3388,"POINT (-118.3388 34.0838)","06/02/2020 12:00:00 AM","0050","77TH ST",4212,23,2020-06-01,6
183,5941364,"BOOKING","05/28/2020 12:00:00 AM","0220","09","Van Nuys","0933",31,"F","H","05","Burglary","F","459PC","BURGLARY","FELONY COMPLAINT FILED","14500    VICTORY                      BL",NA,34.1867,-118.449,"POINT (-118.449 34.1867)","05/28/2020 12:00:00 AM","0430","VALLEY - JAIL DIV",4279,22,2020-05-28,5
184,5940824,"BOOKING","05/27/2020 12:00:00 AM","1500","19","Mission","1967",29,"M","H","06","Larceny","F","487(A)PC","GRAND THEFT MONEY/PROPERTY > $400","FELONY COMPLAINT FILED","9200    DORRINGTON                   PL",NA,34.2372,-118.436,"POINT (-118.436 34.2372)","05/27/2020 12:00:00 AM","1728","VALLEY - JAIL DIV",4279,22,2020-05-27,5
185,5945956,"BOOKING","06/01/2020 12:00:00 AM","0745","12","77th Street","1273",21,"M","B","24","Miscellaneous Other Violations","F","594(B)(1)PC","VANDALISM W/LOSS VALUED EQ OR > $400","CITY ATTORNEY REJECT","1400 W  90TH                         PL",NA,33.9551,-118.3007,"POINT (-118.3007 33.9551)","06/01/2020 12:00:00 AM","0956","77TH ST",4212,23,2020-06-01,6
187,5946943,"BOOKING","06/02/2020 12:00:00 AM","0330","12","77th Street","1213",19,"M","H","24","Miscellaneous Other Violations","F","594(A)(2)PC","DAMAGE PROPERTY","OTHER (REQUIRES ADDITION ACTION)","1900 W  SLAUSON                      AV",NA,33.9921,-118.3108,"POINT (-118.3108 33.9921)","06/02/2020 12:00:00 AM","0655","77TH ST",4212,23,2020-06-02,6
189,5945760,"BOOKING","05/31/2020 12:00:00 AM","2200","02","Rampart","0219",37,"M","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","849(B)(1) PC/TECHNICAL ARREST","1100 W  SUNSET                       BL",NA,34.0657,-118.2494,"POINT (-118.2494 34.0657)","06/01/2020 12:00:00 AM","0212","METRO - JAIL DIVISION",4273,22,2020-05-31,5
190,5946499,"BOOKING","06/01/2020 12:00:00 AM","2120","06","Hollywood","0644",30,"F","B","04","Aggravated Assault","F","245(C)PC","ADW PO/FIREMAN W/O FIREARM/GBI","DISTRICT ATTORNEY REJECT","1400 N  POINSETTIA                   PL",NA,34.0962,-118.3483,"POINT (-118.3483 34.0962)","06/02/2020 12:00:00 AM","0038","77TH ST",4212,23,2020-06-01,6
191,5939075,"BOOKING","05/24/2020 12:00:00 AM","2110","21","Topanga","2189",36,"M","W","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","FELONY COMPLAINT FILED","4900    BASCULE                      AV",NA,34.1596,-118.5863,"POINT (-118.5863 34.1596)","05/25/2020 12:00:00 AM","0035","VALLEY - JAIL DIV",4279,21,2020-05-24,5
192,5939496,"BOOKING","05/25/2020 12:00:00 AM","1642","13","Newton","1371",27,"F","H","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","DISTRICT ATTORNEY REJECT","52ND                         ST","GRAND",33.9958,-118.2789,"POINT (-118.2789 33.9958)","05/25/2020 12:00:00 AM","1906","77TH ST",4212,22,2020-05-25,5
193,5946537,"BOOKING","06/01/2020 12:00:00 AM","2200","03","Southwest","0332",35,"F","H","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","849(B)(1) PC/TECHNICAL ARREST","FARMDALE                     AV","W  JEFFERSON",34.0255,-118.3461,"POINT (-118.3461 34.0255)","06/02/2020 12:00:00 AM","0102","77TH ST",4212,23,2020-06-01,6
194,5945325,"BOOKING","05/31/2020 12:00:00 AM","0200","07","Wilshire","0702",21,"F","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","849(B)(1) PC/TECHNICAL ARREST","7300    MELROSE                      AV",NA,34.0836,-118.3487,"POINT (-118.3487 34.0836)","05/31/2020 12:00:00 AM","1135","METRO - JAIL DIVISION",4273,22,2020-05-31,5
196,5939439,"BOOKING","05/25/2020 12:00:00 AM","1400","03","Southwest","0338",34,"M","B","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","CITY ATTORNEY REJECT","VERMONT","JEFFERSON",34.0255,-118.2915,"POINT (-118.2915 34.0255)","05/25/2020 12:00:00 AM","1729","77TH ST",4212,22,2020-05-25,5
198,5938024,"BOOKING","05/23/2020 12:00:00 AM","0250","20","Olympic","2031",25,"M","H","04","Aggravated Assault","F","245(A)(4)PC","ASSAULT LIKELY TO PRODUCE GBI","FELONY COMPLAINT FILED","700 S  WESTERN                      AV",NA,34.0599,-118.3139,"POINT (-118.3139 34.0599)","05/23/2020 12:00:00 AM","0614","METRO - JAIL DIVISION",4273,21,2020-05-23,5
199,201009569,"RFC","05/29/2020 12:00:00 AM","1905","10","West Valley","1021",52,"M","W","24","Miscellaneous Other Violations","M","594(A)PC","VANDALISM","MISDEMEANOR COMPLAINT FILED","TAMPA                        AV","VANOWEN                      ST",34.1938,-118.5534,"POINT (-118.5534 34.1938)",NA,NA,NA,NA,22,2020-05-29,5
200,5947565,"BOOKING","06/02/2020 12:00:00 AM","2300","05","Harbor","0587",23,"M","H","12","Weapon (carry/poss)","F","30305(A)1PC","ILLEGAL POSSESSION OF AMMUNITION","FELONY COMPLAINT FILED","SHEPHARD","GAFFEY",33.7136,-118.2904,"POINT (-118.2904 33.7136)","06/03/2020 12:00:00 AM","0219","HARBOR",4205,23,2020-06-02,6
